84,Beckley Woodrow Wilson (WV),11.997,11.906,.159,18.866,10.082,(WV),100
85,Coos Bay Marshfield (OR),11.932,12.097,.271,18.682,10.037,(OR),101
86,Chester (PA),11.885,11.861,.223,17.124,9.645,(PA),123
87,Albany (GA),11.825,11.750,.168,18.816,10.136,(GA),101
88,Asbury Park (NJ),11.685,11.785,.182,17.445,10.336,(NJ),117
89,Absecon Holy Spirit (NJ),11.522,11.730,.141,17.679,10.006,(NJ),100
90,Exeter (NH),11.473,11.593,.319,18.758,7.779,(NH),103
91,Alexandria Bolton (LA),11.272,11.313,.176,19.122,11.190,(LA),107
92,Charleroi (PA),11.233,11.176,.219,17.263,10.852,(PA),105
93,Berkeley (CA),11.209,11.017,.250,18.502,10.122,(CA),105
94,Berwyn Conestoga (PA),11.096,10.887,.204,17.060,10.440,(PA),118
95,Arkansas City (KS),11.057,10.992,.068,17.783,9.758,(KS),113
96,Alice (TX),10.960,10.849,.066,19.782,12.794,(TX),107
97,Atlanta (TX),10.878,10.853,.120,18.729,11.164,(TX),102
98,Clinton (IA),10.860,10.948,.014,17.698,10.471,(IA),101
99,Collingswood (NJ),10.793,10.858,.244,15.769,9.792,(NJ),101
100,Adamsville Minor (AL),10.668,10.342,.077,17.863,10.627,(AL),101
101,Alvin (TX),10.510,10.546,.132,17.257,10.577,(TX),101
102,Chester Dale (VA),10.363,10.306,.104,15.647,9.479,(VA),100
103,Antigo (WI),10.341,10.442,.035,17.712,10.879,(WI),102
104,East Liverpool (OH),10.181,10.050,.112,18.087,11.741,(OH),102
105,Albertville (AL),9.949,9.750,.016,18.125,11.214,(AL),115
106,Brookline (MA),9.841,10.022,.098,16.149,11.193,(MA),102
107,Austin (MN),9.688,9.746,.120,17.230,10.529,(MN),106
108,Alton (IL),9.652,9.462,-.047,17.023,10.045,(IL),102
109,Carthage (MO),9.558,9.656,-.098,18.600,11.210,(MO),102
110,Alexandria (AL),9.554,9.473,.067,17.927,11.989,(AL),100
111,Clearfield (PA),9.337,9.202,.079,18.165,12.954,(PA),105
112,Aberdeen-Weatherwax (WA),9.304,9.365,.146,17.218,10.477,(WA),105
113,Atmore Escambia County (AL),9.005,9.343,.011,17.361,11.710,(AL),105
114,Chicago Englewood (IL),8.967,9.020,-.076,19.472,11.720,(IL),108
115,Beloit (KS),8.635,8.627,-.064,17.828,11.565,(KS),109
116,Adrian (MI),8.601,8.653,-.020,16.897,11.539,(MI),101
117,Bismarck (ND),8.439,8.315,-.038,17.104,11.521,(ND),102
118,Clay Center (KS),8.157,7.845,-.080,16.665,11.127,(KS),103
119,Ballinger (TX),7.340,7.056,.056,16.382,12.879,(TX),107
120,Bridgeton (NJ),7.221,7.382,.052,15.201,12.259,(NJ),123
121,Corvallis (OR),7.016,7.180,.071,17.030,12.627,(OR),101
122,Bangor (ME),6.946,6.948,.088,14.887,12.681,(ME),123
123,Abilene (KS),6.726,6.971,-.137,16.048,11.799,(KS),115
124,Chicago Hyde Park (IL),6.704,6.628,-.064,13.820,11.502,(IL),123
125,Aberdeen (MS),6.162,6.135,-.027,15.819,13.112,(MS),102
126,Brady (TX),5.995,5.943,-.057,16.412,14.473,(TX),100
127,Bellefonte (PA),5.825,5.891,-.048,14.824,13.145,(PA),120
128,Bonham (TX),5.768,5.662,-.032,15.941,14.155,(TX),108
129,Coffeyville Field Kindley (KS),5.752,5.705,-.128,17.382,14.170,(KS),100
130,Ashland (OR),5.493,5.205,.114,16.841,14.341,(OR),118
131,Abington (MA),5.444,5.288,-.147,15.766,13.650,(MA),116
132,Comanche (TX),5.289,5.607,-.027,15.879,13.878,(TX),101
133,Cranford (NJ),5.049,5.015,-.003,15.086,13.660,(NJ),104
134,Blacksburg (VA),4.810,5.042,-.117,13.673,12.652,(VA),101
135,Biddeford (ME),4.714,4.593,.159,14.733,13.140,(ME),104
136,Bradford (PA),4.447,4.262,-.017,15.398,15.104,(PA),125
137,Bedford (PA),4.338,4.506,-.073,15.190,14.766,(PA),103
138,Chapman (KS),4.098,4.413,-.280,15.292,13.511,(KS),105
139,Bend (OR),4.066,3.910,-.006,15.865,13.695,(OR),108
140,Chanute (KS),3.287,3.042,-.295,15.050,13.902,(KS),111
141,Carneys Point Penns Grove (NJ),3.221,3.520,-.214,13.518,13.615,(NJ),105
142,Cheyenne Central (WY),3.004,2.918,-.194,14.607,14.294,(WY),110
143,Colby (KS),2.755,2.962,-.337,15.028,14.252,(KS),106
144,Ambler Wissahickon (PA),2.599,3.018,-.188,14.664,15.586,(PA),104
145,Bastrop (TX),2.548,2.329,-.142,15.345,16.968,(TX),107
146,Bristol Virginia (VA),2.485,2.574,-.194,14.357,15.777,(VA),103
147,Camas (WA),2.481,2.361,-.224,14.746,13.850,(WA),101
148,Burlington City (NJ),2.312,2.253,-.175,12.540,14.019,(NJ),111
149,Athens (PA),1.858,1.954,-.168,12.578,14.697,(PA),116
150,Bowie (TX),1.793,1.972,-.139,12.488,14.530,(TX),104
151,Bloomsburg (PA),1.768,1.598,-.214,13.583,15.264,(PA),117
152,Buckhannon-Upshur (WV),1.622,1.557,-.191,13.072,14.658,(WV),108
153,Alhambra (CA),1.529,1.622,-.278,13.603,14.412,(CA),104
154,Albert Lea (MN),1.269,1.288,-.150,12.296,14.211,(MN),103
155,Bangor (PA),1.206,1.284,-.174,11.157,13.723,(PA),100
156,Birmingham Tarrant (AL),1.066,1.025,-.260,13.206,14.702,(AL),100
157,Alameda (CA),.963,.997,-.105,13.923,15.280,(CA),107
158,Baker (OR),.540,.583,-.215,13.177,14.732,(OR),119
159,Columbia (PA),-.044,.029,-.253,14.070,17.581,(PA),102
160,Atchison (KS),-.392,-.317,-.307,14.016,16.507,(KS),110
161,Burgettstown (PA),-.445,-.282,-.236,11.520,15.562,(PA),105
162,Burnet (TX),-.686,-.590,-.323,12.641,16.324,(TX),101
163,Augusta (KS),-1.131,-.840,-.369,12.886,15.998,(KS),106
164,Astoria (OR),-1.228,-1.089,-.294,12.347,15.397,(OR),113
165,Columbus (KS),-1.341,-1.336,-.367,13.126,16.373,(KS),101
166,Blairsville (PA),-1.885,-1.825,-.321,11.466,17.088,(PA),104
167,Bernardsville Bernards (NJ),-2.075,-1.917,-.374,11.370,16.413,(NJ),113
168,Bryn Athyn Academy of the New Church (PA),-2.270,-2.071,-.360,11.147,16.633,(PA),112
169,Abingdon (VA),-2.435,-2.382,-.351,10.450,16.303,(VA),103
170,Anson (TX),-3.229,-3.082,-.277,11.343,17.092,(TX),102
171,Arcata (CA),-3.546,-3.459,-.275,11.665,17.608,(CA),104
172,Bound Brook (NJ),-3.597,-3.209,-.330,10.401,17.367,(NJ),107
173,Augusta Cony (ME),-3.760,-3.385,-.274,10.845,17.289,(ME),123
174,Corry (PA),-3.975,-4.006,-.256,11.876,19.122,(PA),104
175,Boonville (IN),-4.141,-4.026,-.459,10.593,19.007,(IN),111
176,Cape May Court House Middle Township (NJ),-4.969,-4.954,-.478,9.720,17.601,(NJ),100
177,Cottage Grove (OR),-5.940,-5.719,-.394,11.779,19.184,(OR),100
178,Blountsville Pennington (AL),-6.331,-6.521,-.522,8.772,18.355,(AL),102
179,Altamont Labette County (KS),-7.004,-6.868,-.609,9.413,18.005,(KS),106
180,Bridgeport (OH),-7.163,-7.007,-.413,9.966,20.694,(OH),103
181,Bonner Springs (KS),-7.849,-7.816,-.625,9.725,18.688,(KS),104
182,Burlington (KS),-8.995,-9.218,-.659,9.124,19.461,(KS),104
183,Carbondale (PA),-9.004,-9.018,-.590,8.898,20.151,(PA),104
184,Bordentown (NJ),-9.380,-9.061,-.595,7.382,19.665,(NJ),112
185,Caney Valley (KS),-9.620,-9.735,-.731,8.265,18.699,(KS),101
186,Albion Northwestern (PA),-9.859,-9.815,-.578,7.531,19.772,(PA),104
187,Coudersport (PA),-12.721,-12.793,-.703,6.341,21.281,(PA),100
188,Cameron (WV),-13.632,-13.370,-.705,6.154,23.500,(WV),108
189,Buffalo (WY),-13.695,-13.517,-.730,5.883,21.628,(WY),101
190,Bisbee (AZ),-14.612,-14.624,-.788,5.644,22.118,(AZ),110
191,Bartlett (TX),-17.026,-16.716,-.731,4.360,25.714,(TX),107
192,Cherryvale (KS),-17.102,-16.945,-.854,5.815,23.717,(KS),100
193,Alabama School for the Deaf (AL),-22.751,-22.817,-.994,2.554,29.157,(AL),107
194,Carlsbad Army & Navy Academy (CA),-28.466,-28.498,-1.315,-.778,30.062,(CA),106

(194 rows affected)
