Alias_Name,GameCount,Standardized_Name
Duluth Cathedral (MN),303,Duluth Cathedral (MN)
Duluth Central (MN),563,Duluth Central (MN)
Duluth Denfeld (MN),807,Duluth Denfeld (MN)
Duluth Denfield (MN),3,Duluth Denfeld (MN)
Duluth Denfeld-Morgan Park (MN),19,Duluth Denfeld-Morgan Park (MN)
Duluth Denfield-Morgan Park (MN),3,Duluth Denfeld-Morgan Park (MN)
Duluth East (MN),508,Duluth East (MN)
Duluth Marshall (MN),226,Duluth Marshall (MN)
Duluth Morgan Park (MN),188,Duluth Morgan Park (MN)
Eagan (MN),344,Eagan (MN)
Eagle Bend (MN),135,Eagle Bend (MN)
Eagle Bend Eagle Valley (MN),179,Eagle Bend Eagle Valley (MN)
East Grand Forks (MN),534,East Grand Forks (MN)
East Grand Forks East Grand (MN),19,East Grand Forks (MN)
East Grand Forks Sacred Heart (MN),317,East Grand Forks Sacred Heart (MN)
Echo-Wood Lake (MN),57,Echo-Wood Lake (MN)
Ecko-Wood Lake (MN),2,Echo-Wood Lake (MN)
Eden Prairie (MN),604,Eden Prairie (MN)
Eden Valley (MN),4,Eden Valley (MN)
Eden Valley Eden Valley (MN),16,Eden Valley (MN)
Eden Valley-Watkins (MN),479,Eden Valley-Watkins (MN)
Edgerton (MN),350,Edgerton (MN)
Edgerton Ellsworth (MN),1,Edgerton-Ellsworth (MN)
Edgerton-Ellsworth (MN),120,Edgerton-Ellsworth (MN)
Edina (MN),285,Edina (MN)
Edina-Morningside (MN),344,Edina-Morningside (MN)
Elgin-Millville (MN),145,Elgin-Millville (MN)
Elk River (MN),571,Elk River (MN)
Elk River Spectrum (MN),130,Elk River Spectrum (MN)
Elk River Saint Michael-Albertville (MN),163,Elk River St. Michael-Albertville (MN)
Elkton-Lake Benton (MN),149,Elkton-Lake Benton (MN)
Ellsworth (MN),199,Ellsworth (MN)
Ellsworth-Hills Beaver Creek (MN),4,Ellsworth-Hills-Beaver Creek (MN)
Ellsworth-Hills-Beaver Creek (MN),72,Ellsworth-Hills-Beaver Creek (MN)
Elmore (MN),124,Elmore (MN)
Ely (MN),434,Ely (MN)
Emmons (MN),127,Emmons (MN)
Erskine Win E (MN),17,Erskine Win-E-Mac (MN)
Erskine Win-E-Mac (MN),312,Erskine Win-E-Mac (MN)
Esko (MN),473,Esko (MN)
Eveleth-Gilbert (MN),428,Eveleth-Gilbert (MN)
Fairfax (MN),101,Fairfax (MN)
Fairmont (MN),518,Fairmont (MN)
Faribault (MN),710,Faribault (MN)
Faribault BethlehemAcademy (MN),330,Faribault BethlehemAcademy (MN)
Farmington (MN),549,Farmington (MN)
Fergus Falls (MN),524,Fergus Falls (MN)
Fergus falls Hillcrest Academy (MN),1,Fergus Falls Hillcrest Lutheran Academy (MN)
Fergus Falls Hillcrest Lutheran Academy (MN),420,Fergus Falls Hillcrest Lutheran Academy (MN)
Fergus Falls-Hillcrest (MN),1,Fergus Falls Hillcrest Lutheran Academy (MN)
Fertile Beltrami (MN),18,Fertile-Beltrami (MN)
Fertile-Beltrami (MN),430,Fertile-Beltrami (MN)
Floodwood (MN),359,Floodwood (MN)
Foley (MN),486,Foley (MN)
Forest Lake (MN),543,Forest Lake (MN)
Fosston (MN),441,Fosston (MN)
Frazee (MN),372,Frazee (MN)
Freeborn (MN),128,Freeborn (MN)
Fridley (MN),557,Fridley (MN)
Fridley Totino Grace (MN),21,Fridley Totino-Grace (MN)
Fridley Totino-Grace (MN),536,Fridley Totino-Grace (MN)
Fulda (MN),430,Fulda (MN)
Garden City (MN),8,Garden City Wellcome Memorial (MN)
Garden City Wellcome Memorial (MN),111,Garden City Wellcome Memorial (MN)
Gary (MN),114,Gary (MN)
Gaylord (MN),147,Gaylord (MN)
Gaylord Public (MN),1,Gaylord (MN)
Gibbon-Fairfax-Winthrop (MN),319,Gibbon-Fairfax-Winthrop (MN)
