Alias_Name,GameCount,Standardized_Name
Longmont (CO),672,Longmont (CO)
Longmont Christian (CO),116,Longmont Christian (CO)
Longmont Mead (CO),169,Longmont Mead (CO)
Longmont Niwot (CO),425,Longmont Niwot (CO)
Longmont Silver Creek (CO),241,Longmont Silver Creek (CO)
Longmont Skyline (CO),400,Longmont Skyline (CO)
Louisville Monarch (CO),294,Louisville Monarch (CO)
Loveland (CO),688,Loveland (CO)
Loveland Mountain View (CO),248,Loveland Mountain View (CO)
Loveland Resurrection Christian (CO),214,Loveland Resurrection Christian (CO)
Loveland Thompson Valley (CO),426,Loveland Thompson Valley (CO)
Lyons (CO),409,Lyons (CO)
Mancos (CO),432,Mancos (CO)
Manitou Springs (CO),397,Manitou Springs (CO)
Manitou Springs Manitou Springs (CO),16,Manitou Springs (CO)
Manzanola (CO),302,Manzanola (CO)
McClave (CO),320,McClave (CO)
Meeker (CO),443,Meeker (CO)
Merino (CO),380,Merino (CO)
Monte Vista (CO),423,Monte Vista (CO)
Monte Vista Monte Vista (CO),17,Monte Vista (CO)
Monte Vista Sargent (CO),352,Monte Vista Sargent (CO)
Montezuma Cortez (CO),1,Montezuma-Cortez (CO)
Montezuma-Cortez (CO),223,Montezuma-Cortez (CO)
Montrose (CO),820,Montrose (CO)
Monument Lewis Palmer (CO),17,Monument Lewis-Palmer (CO)
Monument Lewis-Palmer (CO),434,Monument Lewis-Palmer (CO)
Monument Palmer Ridge (CO),202,Monument Palmer Ridge (CO)
Mosca Sangre De (CO),16,Mosca Sangre de Cristo (CO)
Mosca Sangre de Cristo (CO),1,Mosca Sangre de Cristo (CO)
Mosca Sangre deCristo (CO),299,Mosca Sangre de Cristo (CO)
Nederland (CO),254,Nederland (CO)
New Castle Coal Ridge (CO),169,New Castle Coal Ridge (CO)
New Raymer Prairie (CO),263,New Raymer Prairie (CO)
Northglenn (CO),495,Northglenn (CO)
Norwood (CO),385,Norwood (CO)
Nucla (CO),297,Nucla (CO)
Oak Creek (CO),4,Oak Creek Soroco (CO)
Oak Creek Soroco (CO),285,Oak Creek Soroco (CO)
Oak CreekUnion (CO),2,Oak Creek Soroco (CO)
Olathe (CO),465,Olathe (CO)
Ordway Crowley County (CO),395,Ordway Crowley County (CO)
Otis (CO),352,Otis (CO)
Ovid Revere (CO),181,Ovid Revere (CO)
Pagosa (CO),151,Pagosa (CO)
Pagosa Springs (CO),425,Pagosa Springs (CO)
Pagosa Springs Pagosa Springs (CO),17,Pagosa Springs (CO)
Palisade (CO),549,Palisade (CO)
Paonia (CO),425,Paonia (CO)
Parachute Grand Valley (CO),329,Parachute Grand Valley (CO)
Parker Chaparral (CO),267,Parker Chaparral (CO)
Parker Legend (CO),178,Parker Legend (CO)
Parker Lutheran (CO),201,Parker Lutheran (CO)
Parker Ponderosa (CO),386,Parker Ponderosa (CO)
Peetz (CO),366,Peetz (CO)
Peyton (CO),317,Peyton (CO)
Plateau Valley-De Beque (CO),1,Platte Valley-De Beque (CO)
Platte Valley-De Beque (CO),13,Platte Valley-De Beque (CO)
Pueblo Parochial (CO),1,Pueblo Catholic (CO)
Pueblo Centennial (CO),657,Pueblo Centennial (CO)
Pueblo Central (CO),893,Pueblo Central (CO)
Pueblo County (CO),495,Pueblo County (CO)
Pueblo Dolores Huerta (CO),7,Pueblo Dolores Huerta Prep (CO)
Pueblo Dolores Huerta Prep (CO),131,Pueblo Dolores Huerta Prep (CO)
Pueblo East (CO),512,Pueblo East (CO)
Pueblo South (CO),525,Pueblo South (CO)
Pueblo West (CO),203,Pueblo West (CO)
Pueblo West Pueblo West (CO),21,Pueblo West (CO)
Rangely (CO),400,Rangely (CO)
Rifle (CO),508,Rifle (CO)
Rocky Ford (CO),390,Rocky Ford (CO)
Rush Miami Yoder (CO),15,Rush Miami-Yoder (CO)
Rush Miami-Yoder (CO),225,Rush Miami-Yoder (CO)
Rye (CO),428,Rye (CO)
Saguache Mountain Valley (CO),251,Saguache Mountain Valley (CO)
Salida (CO),727,Salida (CO)
"Salida """"B"""" (CO)",3,Salida JV (CO)
Salida JV (CO),1,Salida JV (CO)
Sanford (CO),388,Sanford (CO)
Seibert Hi Plains (CO),9,Seibert Hi-Plains (CO)
Seibert Hi-Plains (CO),249,Seibert Hi-Plains (CO)
Simla (CO),408,Simla (CO)
Springfield (CO),376,Springfield (CO)
Steamboat Springs (CO),420,Steamboat Springs (CO)
Sterling (CO),503,Sterling (CO)
Strasburg (CO),389,Strasburg (CO)
Stratton (CO),387,Stratton (CO)
Swink (CO),358,Swink (CO)
Thornton (CO),463,Thornton (CO)
Thornton Horizon (CO),323,Thornton Horizon (CO)
Mountain States (CO),2,Thornton Mountain States Baptist Academy (CO)
Thornton Skyview (CO),292,Thornton Skyview (CO)
Trinidad (CO),565,Trinidad (CO)
Trinidad Catholic (CO),108,Trinidad Catholic (CO)
Trinidad Holy Trinity (CO),1,Trinidad Holy Trinity Academy (CO)
Trinidad Holy Trinity Academy (CO),12,Trinidad Holy Trinity Academy (CO)
US Air Force Academy (CO),19,US Air Force Academy (CO)
US Air Force Academy Air Academy (CO),390,US Air Force Academy (CO)
US Air Force Air Academy (CO),7,US Air Force Academy (CO)
US Air Force Academy JV (CO),1,US Air Force Academy JV (CO)
Walden North Park (CO),291,Walden North Park (CO)
Walsenburg (CO),139,Walsenburg (CO)
Walsenburg John Mall (CO),274,Walsenburg John Mall (CO)
Walsenburg St. Marys (CO),8,Walsenburg St. Mary's (CO)
Walsenburg St. Mary's (CO),3,Walsenburg St. Mary's (CO)
Walsh (CO),388,Walsh (CO)
Watkins Ridge View Academy (CO),158,Watkins Ridge View Academy (CO)
Weldona Weldon Valley (CO),14,Weldona Weldon Valley (CO)
Weldona WeldonValley (CO),251,Weldona Weldon Valley (CO)
Westcliffe Custer County (CO),345,Westcliffe Custer County (CO)
Westminster (CO),469,Westminster (CO)
Westminster Cornerstone Christian Academy (CO),119,Westminster Cornerstone Christian Academy (CO)
Westminster Mountain Range (CO),195,Westminster Mountain Range (CO)
Westminster Standley Lake (CO),298,Westminster Standley Lake (CO)
Westminster The Academy (CO),201,Westminster The Academy of Charter Schools (CO)
Westminster TheAcademy of Charter Schools (CO),16,Westminster The Academy of Charter Schools (CO)
Weston Primero (CO),210,Weston Primero (CO)
Wheat Ridge (CO),483,Wheat Ridge (CO)
Wiggins (CO),372,Wiggins (CO)
Wiley (CO),366,Wiley (CO)
Windsor (CO),456,Windsor (CO)
Woodland Park (CO),386,Woodland Park (CO)
Woodrow Woodlin (CO),178,Woodrow Woodlin (CO)
Wray (CO),467,Wray (CO)
Yuma (CO),440,Yuma (CO)
