Alias_Name,GameCount,Standardized_Name
Milwaukee Pulaski-Carmen Science & Tech South-Carmen Science & Tech Southeast (WI),4,Milwaukee Pulaski-Carmen Science & Tech South (WI)
Milwaukee Pulaski-Carmen Science & Tech Southeast (WI),9,Milwaukee Pulaski-Carmen Science & Tech South (WI)
Milwaukee Riverside University (WI),283,Milwaukee Riverside University (WI)
Milwaukee Rufus King (WI),371,Milwaukee Rufus King (WI)
Milwaukee South (WI),326,Milwaukee South (WI)
Milwaukee St. John's Cathedral (WI),118,Milwaukee St. John's Cathedral (WI)
Milwaukee Saint Thomas More (WI),341,Milwaukee St. Thomas More (WI)
Milwaukee St. Thomas (WI),18,Milwaukee St. Thomas More (WI)
Milwaukee University School (WI),51,Milwaukee University School (WI)
Milwaukee University SchoolofMilwaukee (WI),10,Milwaukee University School (WI)
Milwaukee Vincent-Destiny (WI),295,Milwaukee Vincent-Destiny (WI)
Milwaukee Wisconsin Career Academy (WI),1,Milwaukee Wisconsin Career Academy-Young Coggs Prep (WI)
Milwaukee Wisconsin Career Academy-Young Coggs Prep (WI),5,Milwaukee Wisconsin Career Academy-Young Coggs Prep (WI)
Milwaukee Wisconsin Lutheran (WI),547,Milwaukee Wisconsin Lutheran (WI)
MilwaukeeMessmer (WI),287,MilwaukeeMessmer (WI)
Mineral Point (WI),534,Mineral Point (WI)
Minocqua Lakeland (WI),406,Minocqua Lakeland (WI)
Minong Northwood-Solon Springs (WI),207,Minong Northwood-Solon Springs (WI)
Mishicot (WI),383,Mishicot (WI)
Mondovi (WI),497,Mondovi (WI)
Monona Grove (WI),560,Monona Grove (WI)
Monroe (WI),592,Monroe (WI)
Montello (WI),316,Montello (WI)
Montello-Princeton-Green Lake (WI),137,Montello-Princeton-Green Lake (WI)
Mosinee (WI),449,Mosinee (WI)
Mount Horeb (WI),186,Mount Horeb (WI)
Mount Horeb-Barneveld (WI),305,Mount Horeb-Barneveld (WI)
Mukwonago (WI),750,Mukwonago (WI)
Muscoda Riverdale (WI),490,Muscoda Riverdale (WI)
Muskego (WI),533,Muskego (WI)
Necedah (WI),433,Necedah (WI)
Neenah (WI),526,Neenah (WI)
Neenah Saint Mary Central (WI),157,Neenah St. Mary Central (WI)
Neenah St. Mary (WI),18,Neenah St. Mary Central (WI)
Neenah St. Mary Catholic (WI),10,Neenah St. Mary Central (WI)
Neillsville (WI),361,Neillsville (WI)
Neillsville Granton (WI),19,Neillsville-Granton (WI)
Neillsville-Granton (WI),143,Neillsville-Granton (WI)
Nekoosa (WI),536,Nekoosa (WI)
New Auburn (WI),370,New Auburn (WI)
New Berlin Eisenhower (WI),523,New Berlin Eisenhower (WI)
New Berlin West (WI),473,New Berlin West (WI)
New Glarus (WI),152,New Glarus (WI)
New Glarus-Monticello (WI),275,New Glarus-Monticello (WI)
New Holstein (WI),486,New Holstein (WI)
New Lisbon (WI),497,New Lisbon (WI)
New London (WI),517,New London (WI)
New Richmond (WI),506,New Richmond (WI)
North Fond du Lac (WI),301,North Fond du Lac (WI)
North Fond du Lac Horace Mann (WI),157,North Fond du Lac Horace Mann (WI)
Northern Elite [Niagara-Goodman-Pembine] (WI),395,Northern Elite [Niagara-Goodman-Pembine] (WI)
Oak Creek (WI),664,Oak Creek (WI)
Oakfield (WI),410,Oakfield (WI)
Oconomowoc (WI),598,Oconomowoc (WI)
Oconto (WI),494,Oconto (WI)
Oconto Falls (WI),506,Oconto Falls (WI)
Omro (WI),484,Omro (WI)
Onalaska (WI),545,Onalaska (WI)
Onalaska Luther (WI),452,Onalaska Luther (WI)
Oneida Nation (WI),145,Oneida Nation (WI)
Ontario Brookwood (WI),474,Ontario Brookwood (WI)
Oostburg (WI),440,Oostburg (WI)
Oregon (WI),545,Oregon (WI)
Orfordville Parkview (WI),394,Orfordville Parkview (WI)
Osceola (WI),485,Osceola (WI)
Oshkosh (WI),207,Oshkosh (WI)
Oshkosh Lourdes (WI),44,Oshkosh Lourdes Academy (WI)
Oshkosh Lourdes Academy (WI),274,Oshkosh Lourdes Academy (WI)
Oshkosh North (WI),480,Oshkosh North (WI)
Oshkosh West (WI),471,Oshkosh West (WI)
Osseo Fairchild (WI),15,Osseo-Fairchild (WI)
Osseo-Fairchild (WI),469,Osseo-Fairchild (WI)
Owen Withee (WI),21,Owen-Withee (WI)
Owen-Withee (WI),486,Owen-Withee (WI)
Palmyra (WI),101,Palmyra (WI)
Palmyra-Eagle (WI),385,Palmyra-Eagle (WI)
Pardeeville (WI),502,Pardeeville (WI)
Park Falls (WI),223,Park Falls (WI)
Park Falls Chequamegon-Butternut (WI),154,Park Falls Chequamegon-Butternut (WI)
Patch Grove River Ridge (WI),301,Patch Grove River Ridge (WI)
Pepin (WI),204,Pepin (WI)
Pepin-Alma (WI),181,Pepin-Alma (WI)
Peshtigo (WI),483,Peshtigo (WI)
Pewaukee (WI),488,Pewaukee (WI)
Phillips (WI),412,Phillips (WI)
Pittsville (WI),487,Pittsville (WI)
Plainfield Tri County (WI),13,Plainfield Tri-County (WI)
Plainfield Tri-County (WI),428,Plainfield Tri-County (WI)
Platteville (WI),548,Platteville (WI)
Plum City (WI),295,Plum City (WI)
Plymouth (WI),664,Plymouth (WI)
Port Edwards (WI),442,Port Edwards (WI)
Port Washington (WI),570,Port Washington (WI)
