Alias_Name,GameCount,Standardized_Name
Wanblee Crazy Horse (SD),153,Wanblee Crazy Horse (SD)
Crazy Horse (SD),2,Wanblee Crazy Horse (SD)
Warner (SD),460,Warner (SD)
Watertown (SD),751,Watertown (SD)
Watertown Great Plains Lutheran (SD),164,Watertown Great Plains Lutheran (SD)
Watertown Great Plains (SD),18,Watertown Great Plains Lutheran (SD)
Waubay-Summit (SD),266,Waubay-Summit (SD)
Waubay Summit (SD),45,Waubay-Summit (SD)
Waverly-South Shore (SD),345,Waverly-South Shore (SD)
Waverly South (SD),16,Waverly-South Shore (SD)
Webster (SD),453,Webster (SD)
Wessington Springs (SD),255,Wessington Springs (SD)
White Deubrook (SD),436,White Deubrook (SD)
White River (SD),312,White River (SD)
Willow Lake (SD),187,Willow Lake (SD)
Wilmot (SD),304,Wilmot (SD)
Winner (SD),649,Winner (SD)
Wolsey-Wessington (SD),320,Wolsey-Wessington (SD)
Wolsey Wessington (SD),20,Wolsey-Wessington (SD)
Woonsocket (SD),174,Woonsocket (SD)
Woonsocket Wessington (SD),18,Woonsocket-Wessington Springs (SD)
Woonsocket-Wessington Springs-Sanborn Central (SD),130,Woonsocket-Wessington Springs-Sanborn Central (SD)
Woonsocke-Wessington Springs-Sanborn Central (SD),4,Woonsocket-Wessington Springs-Sanborn Central (SD)
Yankton (SD),744,Yankton (SD)
Estelline-Hendricks (SD),3,Estelline-Hendricks (SD)
Eureka North Central (SD),5,Eureka North Central (SD)
Harding County-Bison (SD),7,Harding County-Bison (SD)
