Alias_Name,GameCount,Standardized_Name
Lehigh Acres East Lee County (FL),167,Lehigh Acres East Lee County (FL)
Lithia Newsome (FL),233,Lithia Newsome (FL)
Live Oak Suwannee (FL),725,Live Oak Suwannee (FL)
Longwood Lyman (FL),436,Longwood Lyman (FL)
Loxahatchee Seminole Ridge (FL),211,Loxahatchee Seminole Ridge (FL)
Lynn Haven Mosley (FL),368,Lynn Haven Mosley (FL)
Macclenny (FL),14,Macclenny Baker County (FL)
Macclenny Baker County (FL),33,Macclenny Baker County (FL)
Macclenny-Baker (FL),5,Macclenny Baker County (FL)
Madison County (FL),485,Madison County (FL)
Maitland Orangewood Christian (FL),219,Maitland Orangewood Christian (FL)
Marathon (FL),268,Marathon (FL)
Marianna (FL),410,Marianna (FL)
Mayo Lafayette (FL),399,Mayo Lafayette (FL)
Melbourne (FL),539,Melbourne (FL)
Melbourne Central (FL),19,Melbourne Central Catholic (FL)
Melbourne Central Catholic (FL),376,Melbourne Central Catholic (FL)
Melbourne Eau Gallie (FL),434,Melbourne Eau Gallie (FL)
Melbourne Florida Air Academy (FL),1,Melbourne Florida Air Academy (FL)
Melbourne Florida AirAcademy (FL),131,Melbourne Florida Air Academy (FL)
Melbourne Holy Trinity (FL),18,Melbourne Holy Trinity Episcopal Academy (FL)
Melbourne Holy Trinity Episcopal Academy (FL),219,Melbourne Holy Trinity Episcopal Academy (FL)
Melbourne Palm Bay (FL),472,Melbourne Palm Bay (FL)
Merritt Island (FL),604,Merritt Island (FL)
MerrittIsland Christian (FL),221,Merritt Island Christian (FL)
Miami Archbishop Curley (FL),228,Miami Archbishop Curley (FL)
Miami Beach (FL),378,Miami Beach (FL)
"Miami Beach """"B"""" (FL)",1,Miami Beach B (FL)
Belen Jesuit Prep (FL),18,Miami Belen Jesuit Prep School (FL)
Miami Belen Jesuit Prep (FL),8,Miami Belen Jesuit Prep School (FL)
Miami Belen Jesuit Prep School (FL),298,Miami Belen Jesuit Prep School (FL)
